model_id,display,arm,family,run_dir,n_cells,input_tokens,output_tokens,reasoning_tokens,total_tokens,compiled,compile_fail,no_response,timeout,image_dropped,http_error,network_error,provider,max_tokens,temperature,reasoning_leak,source_a_has_pred_false,source_b_no_response,reconcile_ok
claude-sonnet-4-6,Claude Sonnet 4.6,frontier,dense,claude-sonnet-4-6_20260613T154151Z,1000,1415358,340763,0,1756121,968,32,0,0,0,0,0,openai,5376,0,0,0,0,True
